hour,day_of_week,month,is_weekend,is_rush_hour,is_night,is_monsoon,weather_main,road_type,is_junction,is_urban,is_highway,Year,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,year,target_binary
10.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2023,4,5,4,102,29,2025.0,1
10.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,5,7,1,109,24,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2023,3,7,1,80,55,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2019,5,1,5,87,57,2025.0,0
6.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,3,2,1,37,18,2025.0,0
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,2,6,2,43,32,2025.0,1
2.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,3,2,5,78,65,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2020,5,5,2,99,50,2025.0,1
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,4,10,1,59,48,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,2,7,5,71,65,2025.0,1
19.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2023,5,10,5,35,55,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,1,1,3,107,64,2025.0,1
10.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2018,3,2,4,54,34,2025.0,0
6.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,2,2,3,98,54,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2019,1,2,5,93,60,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,3,2,5,82,63,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,5,8,3,89,69,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2023,1,5,4,59,39,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2021,1,2,2,48,43,2025.0,1
21.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,1,2,3,67,38,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,4,2,4,107,51,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,2,3,1,108,57,2025.0,1
18.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,5,10,5,36,24,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,4,2,5,109,66,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,1,8,4,71,54,2025.0,0
7.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,5,6,3,59,42,2025.0,0
2.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2019,2,4,3,62,32,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,3,8,1,36,18,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2023,4,4,4,46,39,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2022,5,3,4,67,34,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2023,2,9,0,75,61,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,4,5,2,100,59,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2021,4,9,5,71,37,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,3,5,4,67,51,2025.0,0
20.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2023,2,4,5,54,23,2025.0,0
2.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2019,5,0,4,99,50,2025.0,0
16.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2018,1,3,0,73,67,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2022,4,3,3,77,69,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,2,5,5,120,43,2025.0,0
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,1,8,5,84,69,2025.0,0
10.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2018,5,2,5,108,39,2025.0,1
2.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,5,2,3,118,35,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2020,3,10,5,99,53,2025.0,1
18.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,1,3,1,91,34,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2019,3,0,5,105,39,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,2,1,1,40,68,2025.0,0
2.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2021,5,9,4,32,27,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2021,1,3,3,70,67,2025.0,0
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,1,1,0,42,67,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2018,4,1,2,30,69,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,1,7,5,69,19,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,2,9,3,49,54,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,2,3,0,76,31,2025.0,1
10.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,5,6,0,54,43,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,1,8,1,119,68,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2019,2,4,1,63,47,2025.0,0
8.0,5.0,10.0,1,1,0,0,Storm,urban,0,1,0,2019,3,8,5,73,38,2025.0,0
23.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2020,3,3,5,70,25,2025.0,0
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,1,0,0,82,18,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,4,5,2,106,44,2025.0,1
13.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,3,2,1,117,25,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2018,5,8,5,36,68,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2020,1,0,2,50,32,2025.0,1
1.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2018,4,2,1,87,68,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2018,4,6,2,120,28,2025.0,1
4.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,2,1,0,67,70,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2023,1,10,5,115,56,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,1,4,5,46,66,2025.0,0
3.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2020,5,1,2,97,55,2025.0,1
23.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,5,9,5,85,31,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,3,6,2,66,25,2025.0,1
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2019,4,0,3,102,61,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,3,7,4,40,53,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2018,1,0,0,100,40,2025.0,0
1.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2020,2,7,1,38,53,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2019,1,0,4,81,28,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,5,1,3,116,65,2025.0,0
7.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2023,4,5,2,64,67,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2018,5,1,1,107,28,2025.0,1
21.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2023,1,2,0,118,45,2025.0,0
22.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2019,5,4,4,49,57,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2022,2,4,4,107,24,2025.0,1
10.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2023,2,8,1,44,51,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,3,4,3,94,35,2025.0,1
17.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2019,2,9,3,55,36,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,4,8,0,76,26,2025.0,1
18.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2020,1,10,0,106,48,2025.0,0
9.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2018,4,9,1,95,18,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,5,4,3,74,43,2025.0,1
21.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,3,1,1,105,23,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,2,2,4,100,56,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,3,9,3,76,31,2025.0,0
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,2,0,0,92,40,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2021,3,4,4,55,55,2025.0,0
20.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2018,5,7,2,112,43,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,4,3,1,105,46,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2020,1,8,0,116,52,2025.0,0
9.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2023,5,8,2,109,48,2025.0,0
11.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2023,4,1,0,66,49,2025.0,1
9.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,5,6,3,43,64,2025.0,0
14.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,2,1,5,55,37,2025.0,1
18.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2021,3,8,2,66,22,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,2,8,2,94,38,2025.0,1
4.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2023,1,2,5,113,69,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,1,7,1,106,42,2025.0,1
4.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2018,4,4,1,101,35,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,1,10,0,69,63,2025.0,0
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,1,5,3,78,46,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,1,8,2,51,69,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2018,1,5,0,75,18,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2019,3,3,4,38,37,2025.0,0
4.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2020,3,9,5,62,23,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,1,7,1,32,19,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2019,4,7,1,100,23,2025.0,1
22.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2022,5,9,4,120,21,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2019,1,4,1,55,59,2025.0,1
20.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2018,4,5,4,115,25,2025.0,0
5.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2018,2,7,5,78,48,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2020,1,2,0,70,19,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2020,1,10,2,119,27,2025.0,1
6.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,1,5,1,85,65,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2019,4,5,1,116,27,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,2,4,4,114,58,2025.0,0
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2018,4,9,3,40,36,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,5,7,0,53,21,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2019,5,3,4,65,21,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2022,4,1,4,34,43,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,5,4,5,90,27,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2021,3,6,4,38,20,2025.0,1
8.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,3,2,0,77,38,2025.0,0
22.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2021,3,1,5,93,44,2025.0,1
2.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2021,4,5,4,31,56,2025.0,0
16.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2019,4,0,1,47,45,2025.0,0
15.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2019,4,8,2,104,27,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,2,8,5,109,21,2025.0,1
6.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2020,1,2,0,32,23,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2022,5,7,3,87,29,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2019,4,5,0,100,66,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2023,2,6,4,117,30,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,5,3,1,69,65,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,4,7,1,59,70,2025.0,1
3.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,2,9,1,98,50,2025.0,0
13.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,3,5,1,109,23,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,4,4,0,62,48,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2020,5,3,2,37,23,2025.0,0
22.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2022,1,0,2,114,38,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2022,4,3,4,35,44,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,1,6,0,65,44,2025.0,0
8.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2018,5,6,0,81,25,2025.0,0
20.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,4,2,1,30,56,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2019,2,5,0,108,46,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2023,2,10,5,35,21,2025.0,1
19.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2022,4,3,3,54,59,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2019,5,4,4,35,58,2025.0,1
18.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2021,4,0,4,68,38,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2021,1,2,3,79,54,2025.0,1
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,3,10,3,61,66,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,2,1,1,49,49,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,3,0,5,110,52,2025.0,1
14.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2018,1,9,1,57,29,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,2,5,3,76,19,2025.0,0
22.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2023,1,2,4,76,54,2025.0,1
18.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,1,9,4,34,23,2025.0,0
10.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2019,4,4,1,57,52,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,1,7,5,94,31,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,2,0,4,115,25,2025.0,0
1.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2023,1,5,5,75,70,2025.0,1
16.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2019,4,6,5,44,68,2025.0,1
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2023,2,1,3,115,69,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2018,1,4,2,46,30,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2023,3,8,0,65,19,2025.0,0
3.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2018,4,6,3,117,58,2025.0,1
19.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,3,8,2,93,19,2025.0,1
5.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2023,4,10,4,103,20,2025.0,0
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,5,5,3,56,41,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2021,3,8,1,106,53,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2023,4,9,3,58,38,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2022,1,3,1,31,57,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2020,1,9,0,46,53,2025.0,0
18.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2019,1,6,0,120,64,2025.0,1
9.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2019,1,3,5,118,38,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2020,3,9,1,88,20,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2021,2,5,1,112,31,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2020,1,2,0,60,52,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,5,1,2,75,34,2025.0,1
16.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2021,4,10,0,63,31,2025.0,0
14.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2020,2,3,5,67,59,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,1,9,2,46,44,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,3,0,0,86,62,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2022,3,4,1,59,53,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2022,2,0,1,119,32,2025.0,0
19.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2020,4,5,4,60,29,2025.0,0
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2019,1,9,5,49,57,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,5,5,1,45,56,2025.0,1
20.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,2,9,3,69,29,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2023,2,1,2,54,24,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,1,0,5,79,23,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2019,2,3,5,76,47,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,4,5,1,41,56,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,4,3,3,70,58,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2022,3,10,0,45,48,2025.0,1
21.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2020,4,6,3,74,64,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,5,9,0,101,18,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2020,4,8,0,68,59,2025.0,0
8.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,4,10,2,108,28,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2020,1,0,4,64,37,2025.0,0
11.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,5,5,1,103,51,2025.0,0
13.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2018,4,9,1,111,52,2025.0,1
14.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,5,10,5,35,21,2025.0,0
11.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2022,5,9,2,92,67,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2023,2,6,0,31,54,2025.0,0
10.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2022,3,2,2,69,34,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,2,9,0,115,59,2025.0,1
14.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2019,4,5,4,69,36,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2018,3,0,5,105,19,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2023,2,10,4,115,51,2025.0,0
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,5,8,5,80,19,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,1,3,0,86,23,2025.0,1
23.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2019,2,7,5,47,51,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,1,2,0,78,58,2025.0,1
6.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,1,1,4,66,30,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2021,2,6,4,30,66,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2019,4,8,0,74,33,2025.0,0
22.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,5,3,1,111,32,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2018,1,2,0,38,18,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2023,3,3,1,78,63,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2020,3,3,3,44,56,2025.0,1
13.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2022,5,7,0,66,53,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2021,3,2,4,61,58,2025.0,0
2.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2018,5,6,2,94,45,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,4,6,4,37,22,2025.0,1
6.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,4,8,1,115,44,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2022,3,8,2,101,24,2025.0,0
11.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2023,5,4,5,30,34,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2023,2,8,0,34,59,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2019,5,10,3,95,60,2025.0,1
10.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,5,10,2,111,36,2025.0,1
15.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,3,7,3,109,68,2025.0,1
15.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,1,8,3,53,63,2025.0,0
16.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2019,5,0,5,47,26,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2022,2,7,0,94,22,2025.0,0
3.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2021,5,4,2,35,26,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2019,2,1,5,36,54,2025.0,0
3.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,3,4,3,119,43,2025.0,0
5.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2019,3,7,4,118,22,2025.0,1
2.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,2,2,1,86,24,2025.0,0
14.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2018,2,6,5,90,40,2025.0,0
0.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,2,4,3,88,34,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2018,4,2,1,66,36,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2023,4,2,5,85,65,2025.0,0
15.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2022,4,5,3,111,35,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,3,2,2,80,20,2025.0,0
13.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2022,5,8,5,113,45,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2018,3,6,4,106,29,2025.0,0
21.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,5,4,2,42,51,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2023,3,8,5,94,47,2025.0,0
0.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2019,5,0,4,108,34,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2019,2,9,3,120,21,2025.0,0
2.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2021,5,8,0,99,63,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,1,0,2,68,32,2025.0,0
1.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2021,4,8,3,77,67,2025.0,0
19.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2019,4,3,3,64,39,2025.0,0
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,1,1,0,95,31,2025.0,0
